TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target region hits	Target region non-hits	Background region hits	Background region non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score
SOX21	MA0866.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	23.365	0.300	21	989	23	987	21	0.000	23	0.000	-1.649	0.392
ISX	MA0654.1	Homeo domain factors	Paired-related HD factors	vertebrates	10.591	0.200	653	357	662	348	1575	0.011	1812	0.013	-15.898	0.386
TP53	MA0106.3	p53 domain factors	p53-related factors	vertebrates	20.661	0.551	8	1002	9	1001	8	0.000	9	0.000	-1.458	0.377
HIC2	MA0738.1	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	8.457	0.634	1008	2	1008	2	8594	0.070	8917	0.073	-10.763	0.374
SOX4	MA0867.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	27.967	0.335	2	1008	2	1008	2	0.000	2	0.000	-0.090	0.374
OLIG3	MA0827.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.442	0.387	478	532	488	522	739	0.007	799	0.007	-6.774	0.374
NFKB2	MA0778.1	Rel homology region (RHR) factors	NF-kappaB-related factors	vertebrates	16.488	0.698	285	725	294	716	358	0.004	398	0.005	-7.278	0.373
FOSL2	MA0478.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	14.013	0.477	615	395	625	385	1052	0.010	1078	0.011	-2.685	0.368
CEBPG	MA0838.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	14.660	0.434	249	761	258	752	297	0.003	331	0.003	-5.947	0.362
RORA	MA0071.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	13.190	0.424	356	654	367	643	440	0.004	458	0.004	-2.697	0.341
TEF	MA0843.1	TEA domain factors	TEF-1-related factors	vertebrates	14.579	0.317	190	820	199	811	232	0.003	249	0.003	-3.766	0.337
Ahr::Arnt	MA0006.1	Basic helix-loop-helix factors (bHLH)::Basic helix-loop-helix factors (bHLH)	PAS domain factors::PAS domain factors	vertebrates	9.532	0.715	950	60	955	55	3662	0.020	3857	0.021	-7.831	0.332
TEAD1	MA0090.2	TEA domain factors	TEF-1-related factors	vertebrates	9.508	0.424	902	108	909	101	2815	0.025	2930	0.026	-6.874	0.328
MAFK	MA0496.1	Basic leucine zipper factors (bZIP)	Maf-related factors	vertebrates	13.869	0.395	403	607	415	595	585	0.008	612	0.008	-4.284	0.326
RXRB	MA0855.1	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	23.110	0.505	22	988	25	985	22	0.000	27	0.000	-3.633	0.325
TP63	MA0525.2	p53 domain factors	p53-related factors	vertebrates	24.335	0.468	5	1005	6	1004	5	0.000	6	0.000	-1.784	0.320
Mlxip	MA0622.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	12.531	0.625	476	534	489	521	683	0.005	721	0.005	-4.047	0.310
TFAP2A	MA0003.3	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	11.101	0.742	960	50	965	45	7035	0.070	7078	0.070	-1.866	0.307
DMRT3	MA0610.1	DM-type intertwined zinc finger factors	DMRT	vertebrates	11.236	0.344	289	721	301	709	380	0.004	438	0.004	-9.243	0.304
Alx1	MA0854.1	Homeo domain factors	Paired-related HD factors	vertebrates	13.599	0.333	44	966	49	961	44	0.001	52	0.001	-4.603	0.304
CTCF	MA0139.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	17.205	0.645	106	904	114	896	113	0.002	129	0.002	-6.174	0.301
Sox11	MA0869.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	27.229	0.305	4	1006	5	1005	4	0.000	5	0.000	-1.793	0.292
MEF2C	MA0497.1	MADS box factors	Regulators of differentiation	vertebrates	14.023	0.282	453	557	467	543	812	0.011	1015	0.014	-24.895	0.290
BCL6B	MA0731.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	29.809	0.401	1	1009	1	1009	1	0.000	1	0.000	-0.123	0.288
MLXIPL	MA0664.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	12.730	0.511	232	778	244	766	276	0.002	284	0.003	-1.532	0.285
TBX15	MA0803.1	T-Box factors	TBX1-related factors	vertebrates	13.306	0.505	659	351	673	337	1154	0.008	1275	0.009	-9.670	0.275
ZNF143	MA0088.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	22.060	0.491	33	977	38	972	34	0.000	38	0.001	-2.625	0.267
Hnf4a	MA0114.3	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	21.667	0.508	22	988	26	984	22	0.000	27	0.000	-3.881	0.265
HOXA13	MA0650.1	Homeo domain factors	HOX-related factors	vertebrates	11.356	0.282	502	508	518	492	900	0.008	1139	0.010	-22.550	0.254
GLI2	MA0734.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	14.004	0.616	156	854	168	842	167	0.002	184	0.002	-4.373	0.242
SOX9	MA0077.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	9.079	0.358	503	507	521	489	817	0.007	865	0.007	-4.951	0.222
E2F8	MA0865.1	Fork head / winged helix factors	E2F-related factors	vertebrates	20.970	0.542	31	979	37	973	31	0.000	37	0.000	-3.448	0.216
Npas2	MA0626.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	11.517	0.589	686	324	703	307	1164	0.011	1243	0.011	-7.170	0.215
Sox1	MA0870.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	20.927	0.295	9	1001	12	998	9	0.000	12	0.000	-3.396	0.211
GCM1	MA0646.1	GCM domain factors	GCM factors	vertebrates	13.024	0.596	519	491	538	472	778	0.008	848	0.008	-8.046	0.206
TFAP4	MA0691.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.151	0.444	365	645	384	626	456	0.004	490	0.004	-4.900	0.197
Hmx2	MA0897.1	Homeo domain factors	NK-related factors	vertebrates	14.390	0.335	19	991	24	986	20	0.000	26	0.000	-4.883	0.196
POU4F3	MA0791.1	Homeo domain factors	POU domain factors	vertebrates	13.812	0.287	45	965	53	957	47	0.001	54	0.001	-3.839	0.193
TCF4	MA0830.1	Basic helix-loop-helix factors (bHLH)	E2A-related factors	vertebrates	11.920	0.625	979	31	985	25	4309	0.039	4242	0.038	3.237	0.188
FOXP1	MA0481.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	14.261	0.301	397	613	417	593	640	0.009	733	0.010	-13.411	0.187
PAX1	MA0779.1	Paired box factors	Paired domain only	vertebrates	19.655	0.599	33	977	40	970	34	0.001	41	0.001	-4.537	0.186
TBX4	MA0806.1	T-Box factors	TBX2-related factors	vertebrates	9.891	0.500	937	73	947	63	3119	0.023	3316	0.024	-9.856	0.180
HNF1B	MA0153.2	Homeo domain factors	POU domain factors	vertebrates	16.242	0.207	89	921	101	909	101	0.001	115	0.001	-4.737	0.175
CLOCK	MA0819.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	11.902	0.508	313	697	333	677	393	0.004	429	0.004	-5.538	0.172
Dmbx1	MA0883.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.989	0.393	97	913	110	900	104	0.002	121	0.002	-6.404	0.165
LHX2	MA0700.1	Homeo domain factors	HD-LIM factors	vertebrates	10.311	0.309	655	355	676	334	1409	0.013	1633	0.015	-17.708	0.164
Foxk1	MA0852.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	15.268	0.300	78	932	90	920	82	0.001	94	0.001	-5.133	0.160
BHLHE40	MA0464.2	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	12.695	0.599	490	520	513	497	751	0.007	789	0.007	-4.331	0.154
PAX9	MA0781.1	Paired box factors	Paired domain only	vertebrates	22.261	0.612	9	1001	13	997	9	0.000	13	0.000	-4.613	0.153
Arnt	MA0004.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	10.992	0.642	542	468	565	445	926	0.005	958	0.005	-2.573	0.153
Myc	MA0147.2	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.032	0.584	726	284	747	263	1363	0.012	1532	0.014	-13.797	0.145
SMAD2::SMAD3::SMAD4	MA0513.1	SMAD/NF-1 DNA-binding domain factors::SMAD/NF-1 DNA-binding domain factors::SMAD/NF-1 DNA-binding domain factors	SMAD factors::SMAD factors::SMAD factors	vertebrates	13.704	0.556	345	665	368	642	438	0.005	482	0.006	-7.281	0.141
TFAP2B(var.2)	MA0812.1	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	12.568	0.731	877	133	893	117	3433	0.034	3520	0.035	-5.026	0.134
MNT	MA0825.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	11.166	0.600	644	366	668	342	1036	0.009	1164	0.011	-11.969	0.130
POU4F1	MA0790.1	Homeo domain factors	POU domain factors	vertebrates	13.126	0.257	95	915	110	900	108	0.001	126	0.002	-6.031	0.127
GLIS1	MA0735.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	25.361	0.673	7	1003	11	999	7	0.000	11	0.000	-4.866	0.125
Hoxd3	MA0912.1	Homeo domain factors	HOX-related factors	vertebrates	11.598	0.341	108	902	124	886	125	0.002	143	0.002	-6.054	0.125
CUX2	MA0755.1	Homeo domain factors	HD-CUT factors	vertebrates	11.691	0.277	182	828	202	808	214	0.002	277	0.003	-12.012	0.124
JUND	MA0491.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	14.728	0.436	510	500	536	474	793	0.008	852	0.008	-6.772	0.122
MAFF	MA0495.1	Basic leucine zipper factors (bZIP)	Maf-related factors	vertebrates	13.864	0.411	130	880	148	862	150	0.002	165	0.003	-4.989	0.116
E2F2	MA0864.1	Fork head / winged helix factors	E2F-related factors	vertebrates	23.763	0.395	2	1008	4	1006	2	0.000	4	0.000	-4.065	0.115
NFIL3	MA0025.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	14.139	0.265	186	824	207	803	225	0.002	253	0.003	-5.874	0.114
HEY2	MA0649.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	11.968	0.672	522	488	549	461	830	0.008	842	0.008	-1.352	0.112
VSX2	MA0726.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.179	0.207	539	471	566	444	1066	0.008	1376	0.010	-23.795	0.111
BHLHE41	MA0636.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	15.486	0.585	216	794	239	771	258	0.002	282	0.003	-4.553	0.106
ZBTB18	MA0698.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	15.425	0.459	368	642	395	615	485	0.006	535	0.006	-7.854	0.105
Phox2b	MA0681.1	Homeo domain factors	Paired-related HD factors	vertebrates	13.021	0.174	298	712	324	686	450	0.004	542	0.005	-13.174	0.102
REST	MA0138.2	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	23.134	0.596	5	1005	9	1001	5	0.000	9	0.000	-6.151	0.093
Gfi1b	MA0483.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	13.514	0.415	638	372	668	342	1203	0.012	1404	0.014	-17.964	0.077
Foxj3	MA0851.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.311	0.330	188	822	213	797	223	0.003	261	0.004	-9.748	0.076
SRF	MA0083.3	MADS box factors	Responders to external signals (SRF/RLM1)	vertebrates	20.984	0.467	6	1004	11	999	7	0.000	11	0.000	-4.866	0.074
PHOX2A	MA0713.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.067	0.175	271	739	300	710	397	0.004	485	0.005	-13.316	0.072
Hmx3	MA0898.1	Homeo domain factors	NK-related factors	vertebrates	13.950	0.330	11	999	18	992	11	0.000	20	0.000	-8.331	0.069
Hoxd8	MA0910.1	Homeo domain factors	HOX-related factors	vertebrates	12.824	0.247	25	985	36	974	25	0.000	38	0.001	-8.725	0.061
KLF13	MA0657.1	C2H2 zinc finger factors	Three-zinc finger Krüppel-related factors	vertebrates	20.517	0.517	20	990	30	980	28	0.000	32	0.001	-3.030	0.059
HNF1A	MA0046.2	Homeo domain factors	POU domain factors	vertebrates	15.880	0.226	132	878	156	854	152	0.002	203	0.003	-13.909	0.057
YY2	MA0748.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	11.703	0.548	289	721	322	688	353	0.004	414	0.004	-9.994	0.051
OLIG1	MA0826.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.663	0.334	212	798	242	768	255	0.002	310	0.003	-9.920	0.050
TCF3	MA0522.2	Basic helix-loop-helix factors (bHLH)	E2A-related factors	vertebrates	11.473	0.608	967	43	980	30	3770	0.034	3756	0.034	0.660	0.048
ARNT::HIF1A	MA0259.1	Basic helix-loop-helix factors (bHLH)::Basic helix-loop-helix factors (bHLH)	PAS domain factors::PAS domain factors	vertebrates	9.740	0.657	860	150	885	125	2761	0.020	2958	0.021	-10.415	0.047
Twist2	MA0633.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.928	0.423	359	651	395	615	498	0.005	629	0.006	-16.597	0.045
MAX	MA0058.3	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	11.435	0.606	636	374	672	338	1119	0.010	1204	0.011	-7.833	0.043
Nfe2l2	MA0150.2	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	15.876	0.496	43	967	59	951	45	0.001	63	0.001	-8.813	0.043
HES5	MA0821.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	18.532	0.704	87	923	109	901	91	0.001	118	0.001	-8.641	0.043
OLIG2	MA0678.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	12.953	0.374	243	767	276	734	311	0.003	364	0.003	-8.828	0.043
POU6F1	MA0628.1	Homeo domain factors	POU domain factors	vertebrates	10.097	0.209	223	787	256	754	293	0.003	367	0.003	-12.264	0.038
GSC	MA0648.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.643	0.433	643	367	681	329	1239	0.011	1753	0.016	-39.178	0.034
PPARG	MA0066.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	20.365	0.523	1	1009	4	1006	1	0.000	4	0.000	-6.766	0.032
NR1H2::RXRA	MA0115.1	Nuclear receptors with C4 zinc fingers::Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)::RXR-related receptors (NR2)	vertebrates	27.878	0.445	1	1009	4	1006	1	0.000	4	0.000	-6.247	0.032
Srebf1(var.2)	MA0829.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.940	0.492	246	764	282	728	283	0.003	347	0.003	-10.910	0.031
CENPB	MA0637.1	Psq-type HTH domain	-	vertebrates	13.999	0.562	211	799	246	764	248	0.003	292	0.004	-10.022	0.028
Foxq1	MA0040.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	14.070	0.202	228	782	264	746	304	0.003	370	0.004	-11.430	0.028
mix-a	MA0621.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.512	0.199	187	823	221	789	237	0.002	298	0.003	-11.765	0.027
TFEB	MA0692.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	11.336	0.533	595	415	637	373	927	0.008	1041	0.009	-11.267	0.025
Zfx	MA0146.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	13.122	0.749	800	210	834	176	2637	0.033	2839	0.036	-14.521	0.024
Rarg	MA0859.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	24.722	0.472	26	984	41	969	26	0.000	45	0.001	-11.359	0.023
Rarb	MA0857.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	26.391	0.422	6	1004	14	996	6	0.000	14	0.000	-8.591	0.020
E2F7	MA0758.1	Fork head / winged helix factors	E2F-related factors	vertebrates	24.200	0.458	3	1007	9	1001	3	0.000	9	0.000	-7.531	0.019
MTF1	MA0863.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	20.407	0.620	4	1006	11	999	4	0.000	12	0.000	-8.683	0.017
Arntl	MA0603.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	11.029	0.583	465	545	512	498	671	0.006	762	0.007	-10.497	0.016
PAX3	MA0780.1	Paired box factors	Paired plus homeo domain	vertebrates	15.425	0.145	110	900	141	869	122	0.001	183	0.002	-14.296	0.015
Foxd3	MA0041.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	12.945	0.223	474	536	522	488	1023	0.011	1315	0.014	-28.140	0.015
NEUROG2	MA0669.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.502	0.395	222	788	264	746	273	0.002	328	0.003	-9.646	0.013
BHLHE22	MA0818.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	13.037	0.384	233	777	276	734	294	0.003	346	0.003	-8.883	0.012
TFE3	MA0831.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	9.435	0.570	814	196	852	158	1794	0.016	1961	0.018	-12.086	0.011
SREBF2(var.2)	MA0828.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	15.418	0.490	255	755	301	709	300	0.003	376	0.003	-12.444	0.010
DUX4	MA0468.1	Homeo domain factors	Paired-related HD factors	vertebrates	15.012	0.238	483	527	535	475	843	0.008	1103	0.011	-26.149	0.009
NFIC::TLX1	MA0119.1	SMAD/NF-1 DNA-binding domain factors::Homeo domain factors	Nuclear factor 1::NK-related factors	vertebrates	19.665	0.598	19	991	35	975	20	0.000	35	0.000	-9.518	0.009
CUX1	MA0754.1	Homeo domain factors	HD-CUT factors	vertebrates	11.472	0.304	215	795	259	751	275	0.002	368	0.003	-15.384	0.009
MEF2A	MA0052.3	MADS box factors	Regulators of differentiation	vertebrates	17.141	0.234	241	769	288	722	308	0.003	449	0.005	-23.137	0.008
SREBF1	MA0595.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.517	0.569	646	364	697	313	1099	0.010	1226	0.011	-11.577	0.007
BHLHE23	MA0817.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.991	0.338	126	884	164	846	146	0.002	193	0.002	-11.758	0.007
Nr5a2	MA0505.1	Nuclear receptors with C4 zinc fingers	FTZ-F1-related receptors (NR5)	vertebrates	14.913	0.522	163	847	205	805	179	0.002	246	0.003	-16.600	0.007
Arid5a	MA0602.1	ARID domain factors	ARID-related factors	vertebrates	10.369	0.277	239	771	287	723	330	0.004	471	0.006	-24.414	0.006
USF1	MA0093.2	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.398	0.578	653	357	705	305	1099	0.011	1219	0.012	-11.514	0.006
TFEC	MA0871.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	10.541	0.520	627	383	680	330	1022	0.009	1189	0.011	-15.440	0.006
Lhx3	MA0135.1	Homeo domain factors	HD-LIM factors	vertebrates	16.354	0.131	105	905	141	869	124	0.001	184	0.002	-15.991	0.006
YY1	MA0095.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	14.365	0.526	370	640	426	584	463	0.005	597	0.006	-19.093	0.005
MLX	MA0663.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.721	0.547	161	849	205	805	190	0.002	242	0.002	-10.608	0.005
Six3	MA0631.1	Homeo domain factors	HD-SINE factors	vertebrates	15.078	0.407	18	992	36	974	19	0.000	38	0.001	-12.739	0.004
Nr1h3::Rxra	MA0494.1	Nuclear receptors with C4 zinc fingers::Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)::RXR-related receptors (NR2)	vertebrates	13.598	0.497	173	837	219	791	190	0.003	261	0.004	-19.229	0.004
PAX5	MA0014.2	Paired box factors	Paired domain only	vertebrates	13.609	0.583	304	706	359	651	381	0.007	520	0.009	-26.726	0.004
PROP1	MA0715.1	Homeo domain factors	Paired-related HD factors	vertebrates	15.122	0.084	125	885	170	840	151	0.002	214	0.002	-14.324	0.002
Mycn	MA0104.3	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.008	0.673	723	287	780	230	1375	0.010	1573	0.011	-14.245	0.002
Hic1	MA0739.1	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	9.519	0.606	951	59	978	32	3377	0.027	3912	0.032	-26.147	0.001
ONECUT2	MA0756.1	Homeo domain factors	HD-CUT factors	vertebrates	15.765	0.228	74	936	113	897	81	0.001	137	0.002	-17.941	0.001
HES7	MA0822.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	19.784	0.730	42	968	73	937	43	0.000	77	0.001	-13.453	0.001
PAX7	MA0680.1	Paired box factors	Paired plus homeo domain	vertebrates	16.430	0.154	68	942	106	904	76	0.001	125	0.001	-13.892	0.001
Nr2f6(var.2)	MA0728.1	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	25.042	0.463	20	990	43	967	20	0.000	46	0.001	-14.878	0.001
TP73	MA0861.1	p53 domain factors	p53-related factors	vertebrates	17.517	0.483	32	978	60	950	35	0.001	60	0.001	-13.725	0.001
ONECUT3	MA0757.1	Homeo domain factors	HD-CUT factors	vertebrates	17.036	0.190	78	932	119	891	86	0.001	139	0.002	-16.860	0.001
MEF2B	MA0660.1	MADS box factors	Regulators of differentiation	vertebrates	18.372	0.260	158	852	216	794	174	0.002	283	0.003	-22.506	0.000
SREBF2	MA0596.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.554	0.540	450	560	525	485	631	0.006	754	0.007	-14.249	0.000
Hoxb5	MA0904.1	Homeo domain factors	HOX-related factors	vertebrates	12.676	0.334	17	993	42	968	17	0.000	45	0.001	-16.727	0.000
ONECUT1	MA0679.1	Homeo domain factors	HD-CUT factors	vertebrates	16.237	0.243	78	932	124	886	85	0.001	150	0.002	-19.901	0.000
NR2F1	MA0017.2	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	13.343	0.589	489	521	567	443	712	0.008	818	0.010	-13.468	0.000
MEF2D	MA0773.1	MADS box factors	Regulators of differentiation	vertebrates	18.499	0.228	205	805	272	738	253	0.003	409	0.004	-26.809	0.000
Ddit3::Cebpa	MA0019.1	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	C/EBP-related::C/EBP-related	vertebrates	11.652	0.483	228	782	307	703	262	0.003	398	0.004	-23.694	0.000
