TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target region hits	Target region non-hits	Background region hits	Background region non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score
NFIC::TLX1	MA0119.1	SMAD/NF-1 DNA-binding domain factors::Homeo domain factors	Nuclear factor 1::NK-related factors	vertebrates	19.665	0.598	67	2208	68	2207	69	0.000	68	0.000	0.380	0.563
TBX4	MA0806.1	T-Box factors	TBX2-related factors	vertebrates	9.891	0.500	2140	135	2142	133	6799	0.022	7344	0.024	-18.648	0.554
OLIG2	MA0678.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	12.953	0.374	603	1672	608	1667	766	0.003	815	0.003	-5.604	0.545
FOXC2	MA0846.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.607	0.229	1291	984	1297	978	2876	0.014	3412	0.017	-32.409	0.540
BHLHE23	MA0817.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.991	0.338	329	1946	333	1942	377	0.002	407	0.002	-5.288	0.539
SMAD2::SMAD3::SMAD4	MA0513.1	SMAD/NF-1 DNA-binding domain factors::SMAD/NF-1 DNA-binding domain factors::SMAD/NF-1 DNA-binding domain factors	SMAD factors::SMAD factors::SMAD factors	vertebrates	13.704	0.556	747	1528	753	1522	938	0.005	936	0.005	0.028	0.532
TFE3	MA0831.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	9.435	0.570	1870	405	1875	400	4204	0.017	4285	0.018	-4.332	0.524
CEBPA	MA0102.3	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	13.338	0.344	1520	755	1527	748	3089	0.014	3350	0.015	-15.417	0.512
FOXF2	MA0030.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	14.824	0.334	207	2068	211	2064	218	0.001	231	0.001	-3.313	0.509
HOXC13	MA0907.1	Homeo domain factors	HOX-related factors	vertebrates	14.190	0.361	423	1852	429	1846	512	0.002	516	0.002	-0.730	0.503
Mlxip	MA0622.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	12.531	0.625	1044	1231	1052	1223	1498	0.005	1619	0.005	-8.736	0.502
Sox1	MA0870.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	20.927	0.295	27	2248	28	2247	27	0.000	28	0.000	-0.794	0.500
SNAI2	MA0745.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	9.486	0.570	2252	23	2253	22	12474	0.046	12831	0.048	-10.324	0.482
TFAP2C(var.2)	MA0814.1	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	11.387	0.715	2084	191	2089	186	8924	0.040	9030	0.041	-4.370	0.468
TP53	MA0106.3	p53 domain factors	p53-related factors	vertebrates	20.661	0.551	18	2257	19	2256	18	0.000	20	0.000	-1.957	0.463
TBX21	MA0690.1	T-Box factors	TBrain-related factors	vertebrates	13.531	0.425	811	1464	821	1454	1033	0.004	1067	0.004	-3.492	0.457
VSX2	MA0726.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.179	0.207	1290	985	1301	974	2644	0.009	3109	0.010	-23.984	0.446
Sox5	MA0087.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	10.831	0.199	1275	1000	1287	988	2688	0.008	3007	0.009	-15.717	0.429
REST	MA0138.2	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	23.134	0.596	12	2263	13	2262	12	0.000	15	0.000	-3.607	0.423
CUX2	MA0755.1	Homeo domain factors	HD-CUT factors	vertebrates	11.691	0.277	450	1825	460	1815	528	0.002	580	0.002	-6.977	0.418
IRF2	MA0051.1	Tryptophan cluster factors	Interferon-regulatory factors	vertebrates	21.134	0.412	46	2229	49	2226	48	0.000	51	0.000	-1.853	0.414
NRL	MA0842.1	Basic leucine zipper factors (bZIP)	Maf-related factors	vertebrates	8.257	0.452	1877	398	1887	388	4584	0.021	4525	0.021	2.518	0.405
MAFK	MA0496.1	Basic leucine zipper factors (bZIP)	Maf-related factors	vertebrates	13.869	0.395	1008	1267	1022	1253	1463	0.009	1519	0.009	-5.869	0.396
Foxa2	MA0047.2	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.268	0.315	1012	1263	1027	1248	1631	0.008	1771	0.009	-11.838	0.381
Alx4	MA0853.1	Homeo domain factors	Paired-related HD factors	vertebrates	13.490	0.348	79	2196	84	2191	79	0.001	84	0.001	-2.331	0.380
TEAD3	MA0808.1	TEA domain factors	TEF-1-related factors	vertebrates	11.506	0.415	2030	245	2039	236	6047	0.020	6438	0.021	-14.345	0.378
CREB3L1	MA0839.1	Basic leucine zipper factors (bZIP)	CREB-related factors	vertebrates	17.262	0.560	53	2222	57	2218	57	0.000	57	0.000	-0.070	0.378
SOX4	MA0867.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	27.967	0.335	2	2273	2	2273	2	0.000	2	0.000	-0.099	0.375
ZNF354C	MA0130.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	8.958	0.615	2273	2	2273	2	21009	0.052	21569	0.053	-10.275	0.375
Phox2b	MA0681.1	Homeo domain factors	Paired-related HD factors	vertebrates	13.021	0.174	713	1562	728	1547	1115	0.005	1249	0.006	-12.821	0.364
RORA	MA0071.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	13.190	0.424	833	1442	849	1426	1084	0.004	1136	0.005	-5.088	0.358
FIGLA	MA0820.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	10.386	0.566	2029	246	2039	236	5645	0.023	5825	0.024	-7.995	0.354
POU2F2	MA0507.1	Homeo domain factors	POU domain factors	vertebrates	15.114	0.289	592	1683	607	1668	847	0.005	923	0.005	-9.241	0.350
NFE2	MA0841.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	16.895	0.417	337	1938	349	1926	370	0.002	387	0.002	-2.994	0.350
POU4F2	MA0683.1	Homeo domain factors	POU domain factors	vertebrates	20.936	0.268	26	2249	29	2246	26	0.000	29	0.000	-2.289	0.348
Hmx1	MA0896.1	Homeo domain factors	NK-related factors	vertebrates	13.599	0.383	77	2198	83	2192	79	0.001	84	0.001	-2.331	0.338
CUX1	MA0754.1	Homeo domain factors	HD-CUT factors	vertebrates	11.472	0.304	552	1723	568	1707	696	0.003	773	0.003	-8.932	0.327
Lhx3	MA0135.1	Homeo domain factors	HD-LIM factors	vertebrates	16.354	0.131	270	2005	282	1993	318	0.002	336	0.002	-3.670	0.325
HOXD11	MA0908.1	Homeo domain factors	HOX-related factors	vertebrates	12.370	0.321	784	1491	802	1473	1149	0.005	1236	0.005	-8.048	0.325
USF2	MA0526.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.559	0.555	1478	797	1496	779	2601	0.012	2734	0.012	-8.806	0.324
ESRRB	MA0141.3	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	16.338	0.420	440	1835	455	1820	517	0.002	529	0.002	-1.878	0.322
TBX5	MA0807.1	T-Box factors	TBX2-related factors	vertebrates	8.477	0.507	2132	143	2141	134	6790	0.022	7283	0.024	-16.977	0.312
HNF1B	MA0153.2	Homeo domain factors	POU domain factors	vertebrates	16.242	0.207	165	2110	175	2100	181	0.001	198	0.001	-4.458	0.311
SRY	MA0084.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	9.193	0.238	1490	785	1510	765	3842	0.014	4140	0.015	-14.351	0.295
Hmx2	MA0897.1	Homeo domain factors	NK-related factors	vertebrates	14.390	0.335	39	2236	44	2231	42	0.000	45	0.000	-1.912	0.292
Zfx	MA0146.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	13.122	0.749	1832	443	1849	426	5663	0.033	5741	0.033	-4.447	0.286
Arx	MA0874.1	Homeo domain factors	Paired-related HD factors	vertebrates	14.279	0.327	51	2224	57	2218	51	0.000	58	0.000	-3.861	0.285
TBX19	MA0804.1	T-Box factors	Brachyury-related factors	vertebrates	17.480	0.448	8	2267	10	2265	8	0.000	10	0.000	-2.887	0.274
Alx1	MA0854.1	Homeo domain factors	Paired-related HD factors	vertebrates	13.599	0.333	97	2178	106	2169	99	0.001	111	0.001	-4.785	0.270
ID4	MA0824.1	Basic helix-loop-helix factors (bHLH)	HLH domain only	vertebrates	11.591	0.601	2033	242	2047	228	5679	0.023	6244	0.026	-23.356	0.265
TBR1	MA0802.1	T-Box factors	TBrain-related factors	vertebrates	12.472	0.439	1046	1229	1070	1205	1473	0.006	1520	0.006	-4.053	0.260
STAT1::STAT2	MA0517.1	STAT domain factors::STAT domain factors	STAT factors::STAT factors	vertebrates	16.390	0.373	422	1853	441	1834	494	0.003	503	0.003	-1.721	0.255
PBX1	MA0070.1	Homeo domain factors	TALE-type homeo domain factors	vertebrates	14.641	0.310	179	2096	192	2083	195	0.001	210	0.001	-3.687	0.254
CEBPB	MA0466.2	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	12.768	0.434	1264	1011	1289	986	2202	0.009	2287	0.009	-5.926	0.247
Spz1	MA0111.1	Basic helix-loop-helix factors (bHLH)	-	vertebrates	11.907	0.538	917	1358	942	1333	1208	0.005	1251	0.006	-4.261	0.244
SOX21	MA0866.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	23.365	0.300	27	2248	32	2243	27	0.000	32	0.000	-3.484	0.243
Dmbx1	MA0883.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.989	0.393	237	2038	253	2022	259	0.002	276	0.002	-4.353	0.233
CEBPG	MA0838.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	14.660	0.434	548	1727	571	1704	680	0.003	690	0.003	-1.364	0.229
FOSL2	MA0478.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	14.013	0.477	1374	901	1401	874	2216	0.010	2401	0.011	-12.884	0.220
SOX8	MA0868.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	28.805	0.342	2	2273	3	2272	2	0.000	3	0.000	-2.392	0.207
MAFF	MA0495.1	Basic leucine zipper factors (bZIP)	Maf-related factors	vertebrates	13.864	0.411	347	1928	368	1907	394	0.003	444	0.003	-10.245	0.205
EOMES	MA0800.1	T-Box factors	TBrain-related factors	vertebrates	12.412	0.416	620	1655	647	1628	739	0.004	798	0.004	-7.733	0.195
ZBTB7A	MA0750.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	12.788	0.684	681	1594	709	1566	871	0.004	906	0.004	-4.231	0.193
Npas2	MA0626.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	11.517	0.589	1485	790	1514	761	2582	0.011	2798	0.012	-13.290	0.191
ARNT::HIF1A	MA0259.1	Basic helix-loop-helix factors (bHLH)::Basic helix-loop-helix factors (bHLH)	PAS domain factors::PAS domain factors	vertebrates	9.740	0.657	1947	328	1968	307	6113	0.020	6662	0.022	-19.652	0.190
IRF7	MA0772.1	Tryptophan cluster factors	Interferon-regulatory factors	vertebrates	17.627	0.419	204	2071	222	2053	221	0.001	236	0.001	-3.767	0.182
YY1	MA0095.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	14.365	0.526	893	1382	924	1351	1128	0.006	1225	0.006	-9.849	0.182
TBX1	MA0805.1	T-Box factors	TBX1-related factors	vertebrates	12.823	0.498	1603	672	1632	643	2930	0.010	3225	0.011	-15.059	0.178
mix-a	MA0621.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.512	0.199	457	1818	483	1792	598	0.003	644	0.003	-6.177	0.176
MAX	MA0058.3	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	11.435	0.606	1458	817	1489	786	2533	0.010	2664	0.011	-8.369	0.175
Hoxb5	MA0904.1	Homeo domain factors	HOX-related factors	vertebrates	12.676	0.334	68	2207	79	2196	68	0.000	85	0.001	-7.453	0.171
JUND	MA0491.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	14.728	0.436	1145	1130	1178	1097	1708	0.008	1874	0.009	-13.030	0.170
CEBPE	MA0837.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	11.682	0.433	1247	1028	1280	995	2115	0.009	2197	0.009	-5.830	0.169
Ar	MA0007.3	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	18.664	0.539	55	2220	65	2210	55	0.000	65	0.000	-5.187	0.168
CLOCK	MA0819.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	11.902	0.508	710	1565	741	1534	907	0.004	988	0.004	-8.347	0.168
TBX2	MA0688.1	T-Box factors	TBX2-related factors	vertebrates	10.262	0.450	1173	1102	1207	1068	1768	0.008	1876	0.009	-8.567	0.162
ZEB1	MA0103.2	Homeo domain factors	HD-ZF factors	vertebrates	13.264	0.621	1924	351	1948	327	4776	0.018	4914	0.018	-6.349	0.161
Hoxc9	MA0485.1	Homeo domain factors	HOX-related factors	vertebrates	13.615	0.344	370	1905	396	1879	441	0.002	489	0.003	-7.983	0.154
PHOX2A	MA0713.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.067	0.175	655	1620	687	1588	1010	0.005	1140	0.005	-13.003	0.153
HESX1	MA0894.1	Homeo domain factors	Paired-related HD factors	vertebrates	10.744	0.273	1336	939	1371	904	2829	0.012	3274	0.014	-25.077	0.149
Sox11	MA0869.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	27.229	0.305	5	2270	8	2267	5	0.000	8	0.000	-4.170	0.143
Hoxa9	MA0594.1	Homeo domain factors	HOX-related factors	vertebrates	13.740	0.326	506	1769	537	1738	631	0.003	666	0.003	-4.665	0.139
BCL6B	MA0731.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	29.809	0.401	1	2274	2	2273	1	0.000	2	0.000	-3.009	0.133
RXRA::VDR	MA0074.1	Nuclear receptors with C4 zinc fingers::Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)::Thyroid hormone receptor-related factors (NR1)	vertebrates	20.451	0.527	41	2234	51	2224	41	0.000	52	0.000	-5.973	0.132
GCM1	MA0646.1	GCM domain factors	GCM factors	vertebrates	13.024	0.596	1164	1111	1203	1072	1687	0.008	1831	0.008	-11.464	0.125
FOXB1	MA0845.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	12.241	0.200	906	1369	946	1329	1700	0.008	1949	0.009	-19.047	0.114
Myc	MA0147.2	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.032	0.584	1626	649	1663	612	3189	0.013	3353	0.014	-9.354	0.110
HOXD13	MA0909.1	Homeo domain factors	HOX-related factors	vertebrates	12.209	0.267	1380	895	1421	854	3017	0.012	3815	0.016	-41.509	0.106
HOXB13	MA0901.1	Homeo domain factors	HOX-related factors	vertebrates	12.254	0.281	1225	1050	1267	1008	2331	0.010	2839	0.012	-30.615	0.106
Vdr	MA0693.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	21.487	0.479	79	2196	95	2180	80	0.001	98	0.001	-7.354	0.099
GSC	MA0648.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.643	0.433	1519	756	1560	715	3083	0.013	3813	0.016	-38.013	0.096
RARA	MA0729.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	28.136	0.482	5	2270	9	2266	5	0.000	9	0.000	-5.715	0.094
E2F7	MA0758.1	Fork head / winged helix factors	E2F-related factors	vertebrates	24.200	0.458	18	2257	26	2249	18	0.000	27	0.000	-6.537	0.090
ZBTB18	MA0698.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	15.425	0.459	843	1432	887	1388	1138	0.006	1203	0.006	-7.008	0.088
ZNF143	MA0088.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	22.060	0.491	79	2196	96	2179	81	0.001	99	0.001	-7.318	0.086
FOSL1	MA0477.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	14.281	0.477	1250	1025	1296	979	1916	0.009	2079	0.009	-12.186	0.084
HOXA13	MA0650.1	Homeo domain factors	HOX-related factors	vertebrates	11.356	0.282	1133	1142	1180	1095	2014	0.008	2384	0.010	-24.349	0.080
CEBPD	MA0836.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	13.212	0.426	1056	1219	1103	1172	1607	0.007	1741	0.007	-10.431	0.080
FOXP2	MA0593.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.802	0.305	1213	1062	1263	1012	2219	0.010	2450	0.011	-15.858	0.067
IRF8	MA0652.1	Tryptophan cluster factors	Interferon-regulatory factors	vertebrates	22.505	0.465	41	2234	55	2220	43	0.000	57	0.000	-7.003	0.063
Arid3b	MA0601.1	ARID domain factors	ARID-related factors	vertebrates	10.307	0.153	1048	1227	1100	1175	2196	0.010	2551	0.012	-23.740	0.059
TFAP2B(var.2)	MA0812.1	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	12.568	0.731	1977	298	2011	264	7103	0.032	7183	0.033	-3.709	0.059
POU6F1	MA0628.1	Homeo domain factors	POU domain factors	vertebrates	10.097	0.209	519	1756	564	1711	717	0.003	807	0.003	-10.198	0.056
Rarb	MA0857.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	26.391	0.422	9	2266	16	2259	9	0.000	16	0.000	-7.055	0.055
TBX15	MA0803.1	T-Box factors	TBX1-related factors	vertebrates	13.306	0.505	1485	790	1536	739	2532	0.008	2824	0.009	-15.882	0.053
MLXIPL	MA0664.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	12.730	0.511	545	1730	593	1682	670	0.003	787	0.003	-13.367	0.048
DUX4	MA0468.1	Homeo domain factors	Paired-related HD factors	vertebrates	15.012	0.238	1155	1120	1211	1064	2044	0.009	2486	0.011	-29.851	0.046
TFEC	MA0871.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	10.541	0.520	1394	881	1449	826	2300	0.009	2541	0.010	-15.483	0.044
USF1	MA0093.2	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.398	0.578	1436	839	1491	784	2430	0.011	2744	0.012	-20.313	0.042
Gfi1b	MA0483.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	13.514	0.415	1429	846	1486	789	2656	0.012	3201	0.015	-32.505	0.037
POU4F3	MA0791.1	Homeo domain factors	POU domain factors	vertebrates	13.812	0.287	73	2202	95	2180	76	0.001	99	0.001	-9.327	0.036
TFEB	MA0692.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	11.336	0.533	1334	941	1393	882	2165	0.009	2343	0.010	-11.962	0.035
HES5	MA0821.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	18.532	0.704	206	2069	242	2033	221	0.001	263	0.001	-9.082	0.033
TP73	MA0861.1	p53 domain factors	p53-related factors	vertebrates	17.517	0.483	77	2198	100	2175	79	0.001	120	0.001	-15.968	0.033
Rarg	MA0859.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	24.722	0.472	61	2214	82	2193	63	0.000	86	0.001	-9.996	0.031
Nr5a2	MA0505.1	Nuclear receptors with C4 zinc fingers	FTZ-F1-related receptors (NR5)	vertebrates	14.913	0.522	464	1811	515	1760	537	0.003	597	0.004	-9.700	0.031
SREBF2(var.2)	MA0828.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	15.418	0.490	608	1667	667	1608	747	0.003	891	0.004	-15.449	0.024
SREBF1	MA0595.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.517	0.569	1453	822	1516	759	2420	0.010	2778	0.011	-21.896	0.023
IRF9	MA0653.1	Tryptophan cluster factors	Interferon-regulatory factors	vertebrates	24.834	0.425	12	2263	23	2252	13	0.000	23	0.000	-8.130	0.020
PROP1	MA0715.1	Homeo domain factors	Paired-related HD factors	vertebrates	15.122	0.084	310	1965	359	1916	399	0.002	467	0.002	-10.577	0.018
Mycn	MA0104.3	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.008	0.673	1623	652	1685	590	3181	0.010	3459	0.011	-13.746	0.018
NR2F1	MA0017.2	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	13.343	0.589	1191	1084	1262	1013	1774	0.010	1919	0.010	-12.281	0.016
POU4F1	MA0790.1	Homeo domain factors	POU domain factors	vertebrates	13.126	0.257	181	2094	224	2051	205	0.001	265	0.002	-13.909	0.011
POU6F2	MA0793.1	Homeo domain factors	POU domain factors	vertebrates	11.693	0.311	873	1402	949	1326	1310	0.005	1587	0.007	-22.277	0.010
IRF1	MA0050.2	Tryptophan cluster factors	Interferon-regulatory factors	vertebrates	17.950	0.357	177	2098	222	2053	191	0.002	251	0.002	-17.499	0.008
Srebf1(var.2)	MA0829.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.940	0.492	550	1725	625	1650	659	0.003	821	0.003	-18.066	0.005
HES7	MA0822.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	19.784	0.730	125	2150	168	2107	131	0.001	175	0.001	-11.612	0.004
Foxd3	MA0041.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	12.945	0.223	1054	1221	1145	1130	2111	0.010	2746	0.014	-42.567	0.003
Foxk1	MA0852.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	15.268	0.300	151	2124	201	2074	160	0.001	220	0.002	-16.797	0.002
Nr1h3::Rxra	MA0494.1	Nuclear receptors with C4 zinc fingers::Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)::RXR-related receptors (NR2)	vertebrates	13.598	0.497	384	1891	460	1815	428	0.003	534	0.004	-20.209	0.002
HNF1A	MA0046.2	Homeo domain factors	POU domain factors	vertebrates	15.880	0.226	254	2021	320	1955	297	0.002	391	0.002	-18.565	0.001
SREBF2	MA0596.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.554	0.540	1038	1237	1138	1137	1425	0.006	1725	0.007	-23.149	0.001
MEF2C	MA0497.1	MADS box factors	Regulators of differentiation	vertebrates	14.023	0.282	943	1332	1047	1228	1582	0.010	2263	0.014	-56.130	0.001
Foxq1	MA0040.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	14.070	0.202	495	1780	586	1689	673	0.003	881	0.004	-23.454	0.001
MLX	MA0663.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.721	0.547	379	1896	464	1811	456	0.002	594	0.002	-18.060	0.001
NFKB2	MA0778.1	Rel homology region (RHR) factors	NF-kappaB-related factors	vertebrates	16.488	0.698	524	1751	627	1648	608	0.003	815	0.004	-26.372	0.000
ONECUT1	MA0679.1	Homeo domain factors	HD-CUT factors	vertebrates	16.237	0.243	179	2096	252	2023	198	0.001	291	0.002	-20.523	0.000
ONECUT3	MA0757.1	Homeo domain factors	HD-CUT factors	vertebrates	17.036	0.190	164	2111	242	2033	189	0.001	299	0.002	-23.928	0.000
Arid5a	MA0602.1	ARID domain factors	ARID-related factors	vertebrates	10.369	0.277	499	1776	618	1657	709	0.004	973	0.006	-31.948	0.000
Six3	MA0631.1	Homeo domain factors	HD-SINE factors	vertebrates	15.078	0.407	36	2239	79	2196	36	0.000	82	0.001	-21.014	0.000
MEF2A	MA0052.3	MADS box factors	Regulators of differentiation	vertebrates	17.141	0.234	548	1727	678	1597	679	0.003	1021	0.005	-37.346	0.000
Ddit3::Cebpa	MA0019.1	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	C/EBP-related::C/EBP-related	vertebrates	11.652	0.483	513	1762	647	1628	599	0.003	815	0.004	-26.427	0.000
FOXP1	MA0481.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	14.261	0.301	785	1490	941	1334	1156	0.007	1608	0.010	-44.125	0.000
PAX5	MA0014.2	Paired box factors	Paired domain only	vertebrates	13.609	0.583	632	1643	782	1493	749	0.006	1068	0.008	-42.956	0.000
ONECUT2	MA0756.1	Homeo domain factors	HD-CUT factors	vertebrates	15.765	0.228	154	2121	245	2030	173	0.001	290	0.002	-25.830	0.000
Nr2f6(var.2)	MA0728.1	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	25.042	0.463	42	2233	97	2178	42	0.000	101	0.001	-22.808	0.000
Foxj3	MA0851.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.311	0.330	346	1929	477	1798	406	0.003	577	0.004	-29.572	0.000
MEF2D	MA0773.1	MADS box factors	Regulators of differentiation	vertebrates	18.499	0.228	459	1816	624	1651	549	0.003	919	0.005	-42.536	0.000
MEF2B	MA0660.1	MADS box factors	Regulators of differentiation	vertebrates	18.372	0.260	330	1945	493	1782	369	0.002	646	0.003	-37.947	0.000
