TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target region hits	Target region non-hits	Background region hits	Background region non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score
ARNT::HIF1A	MA0259.1	Basic helix-loop-helix factors (bHLH)::Basic helix-loop-helix factors (bHLH)	PAS domain factors::PAS domain factors	vertebrates	9.740	0.657	772	199	796	175	2133	0.016	2344	0.018	-12.582	0.078
LBX1	MA0618.1	Homeo domain factors	NK-related factors	vertebrates	10.149	0.240	675	296	703	268	1911	0.015	2015	0.015	-6.740	0.076
FOS	MA0476.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	13.637	0.423	490	481	521	450	788	0.008	844	0.009	-6.526	0.076
SREBF1	MA0595.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.517	0.569	626	345	656	315	1087	0.010	1205	0.012	-10.928	0.071
E2F2	MA0864.1	Fork head / winged helix factors	E2F-related factors	vertebrates	23.763	0.395	1	970	3	968	1	0.000	3	0.000	-4.696	0.064
YY2	MA0748.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	11.703	0.548	221	750	249	722	248	0.003	295	0.003	-9.154	0.064
Dlx2	MA0885.1	Homeo domain factors	NK-related factors	vertebrates	9.033	0.215	844	127	865	106	4261	0.033	5037	0.038	-31.741	0.064
Nfe2l2	MA0150.2	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	15.876	0.496	43	928	57	914	46	0.001	61	0.001	-7.486	0.064
Rarb	MA0857.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	26.391	0.422	5	966	10	961	5	0.000	10	0.000	-6.375	0.060
HOXD13	MA0909.1	Homeo domain factors	HOX-related factors	vertebrates	12.209	0.267	635	336	667	304	1527	0.015	2158	0.021	-43.541	0.057
FOXD1	MA0031.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.926	0.275	598	373	631	340	1341	0.010	1465	0.011	-9.330	0.056
Dmbx1	MA0883.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.989	0.393	106	865	128	843	112	0.002	139	0.002	-9.510	0.056
FOXO6	MA0849.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.992	0.294	833	138	856	115	3075	0.021	3425	0.023	-16.168	0.054
FOXH1	MA0479.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.762	0.401	562	409	596	375	1048	0.011	1123	0.012	-7.586	0.054
ETV2	MA0762.1	Tryptophan cluster factors	Ets-related factors	vertebrates	14.664	0.452	229	742	259	712	271	0.003	316	0.003	-8.476	0.054
NKX2-3	MA0672.1	Homeo domain factors	NK-related factors	vertebrates	10.899	0.485	913	58	928	43	2840	0.027	3194	0.030	-20.301	0.052
ZBTB33	MA0527.1	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers	vertebrates	14.336	0.609	95	876	117	854	111	0.002	137	0.002	-8.666	0.048
JUND	MA0491.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	14.728	0.436	530	441	566	405	829	0.009	959	0.010	-14.100	0.046
NOTO	MA0710.1	Homeo domain factors	NK-related factors	vertebrates	9.584	0.280	810	161	836	135	3418	0.033	4094	0.039	-34.285	0.045
MSX1	MA0666.1	Homeo domain factors	NK-related factors	vertebrates	8.661	0.279	797	174	824	147	2794	0.021	3181	0.024	-19.811	0.045
FOXG1	MA0613.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.341	0.225	683	288	716	255	1925	0.015	2392	0.018	-27.394	0.044
HES5	MA0821.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	18.532	0.704	88	883	110	861	93	0.001	118	0.001	-8.027	0.043
HOXC10	MA0905.1	Homeo domain factors	HOX-related factors	vertebrates	11.056	0.327	633	338	668	303	1619	0.015	1979	0.019	-25.976	0.042
JUND(var.2)	MA0492.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	15.021	0.393	402	569	439	532	564	0.008	637	0.009	-11.357	0.042
CEBPG	MA0838.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	14.660	0.434	264	707	298	673	326	0.003	388	0.004	-10.041	0.041
ONECUT1	MA0679.1	Homeo domain factors	HD-CUT factors	vertebrates	16.237	0.243	109	862	134	837	119	0.002	158	0.002	-11.676	0.038
FOXO3	MA0157.2	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.427	0.265	554	417	592	379	1169	0.009	1306	0.010	-10.884	0.037
POU3F3	MA0788.1	Homeo domain factors	POU domain factors	vertebrates	13.499	0.222	198	773	230	741	292	0.004	345	0.004	-10.383	0.036
Rarg	MA0859.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	24.722	0.472	38	933	54	917	39	0.001	56	0.001	-9.134	0.035
FOXD2	MA0847.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	8.622	0.249	923	48	938	33	6992	0.047	7937	0.053	-29.082	0.035
EN1	MA0027.2	Homeo domain factors	NK-related factors	vertebrates	9.349	0.249	796	175	825	146	3063	0.023	3636	0.028	-27.430	0.034
POU2F1	MA0785.1	Homeo domain factors	POU domain factors	vertebrates	12.044	0.265	332	639	370	601	590	0.007	680	0.008	-12.098	0.033
FOXI1	MA0042.2	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.617	0.289	737	234	770	201	2085	0.014	2326	0.016	-13.458	0.033
FOXP2	MA0593.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.802	0.305	565	406	604	367	1155	0.012	1313	0.014	-14.687	0.032
ZBTB18	MA0698.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	15.425	0.459	363	608	402	569	497	0.006	576	0.007	-12.002	0.032
EMX2	MA0886.1	Homeo domain factors	NK-related factors	vertebrates	10.283	0.288	744	227	777	194	2262	0.022	2809	0.027	-33.249	0.031
POU4F1	MA0790.1	Homeo domain factors	POU domain factors	vertebrates	13.126	0.257	115	856	142	829	145	0.002	186	0.002	-11.320	0.031
Nobox	MA0125.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.573	0.260	582	389	622	349	1359	0.010	1605	0.012	-17.591	0.028
BHLHE22	MA0818.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	13.037	0.384	274	697	312	659	359	0.003	416	0.004	-8.927	0.027
Lhx3	MA0135.1	Homeo domain factors	HD-LIM factors	vertebrates	16.354	0.131	148	823	179	792	196	0.002	233	0.003	-8.815	0.026
TFE3	MA0831.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	9.435	0.570	781	190	813	158	1656	0.016	1815	0.017	-12.047	0.026
HLF	MA0043.2	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	11.834	0.365	434	537	476	495	689	0.008	823	0.009	-16.360	0.026
Hoxc9	MA0485.1	Homeo domain factors	HOX-related factors	vertebrates	13.615	0.344	181	790	215	756	221	0.003	289	0.004	-14.514	0.025
NFIL3	MA0025.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	14.139	0.265	212	759	248	723	292	0.003	306	0.003	-2.727	0.024
GRHL1	MA0647.1	Grainyhead domain factors	Grainyhead-related factors	vertebrates	14.286	0.390	94	877	121	850	109	0.001	126	0.001	-5.301	0.022
Arid3a	MA0151.1	ARID domain factors	ARID-related factors	vertebrates	9.896	0.062	728	243	765	206	2922	0.017	3596	0.021	-27.965	0.021
ESR1	MA0112.3	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	22.540	0.570	6	965	14	957	6	0.000	14	0.000	-8.861	0.020
GSC	MA0648.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.643	0.433	672	299	713	258	1392	0.013	1973	0.019	-41.890	0.018
RARA	MA0729.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	28.136	0.482	4	967	11	960	4	0.000	11	0.000	-9.001	0.017
CUX1	MA0754.1	Homeo domain factors	HD-CUT factors	vertebrates	11.472	0.304	277	694	319	652	372	0.004	469	0.004	-14.268	0.017
GBX2	MA0890.1	Homeo domain factors	HOX-related factors	vertebrates	10.020	0.296	699	272	739	232	1871	0.018	2240	0.021	-25.073	0.017
Rarg(var.2)	MA0860.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	25.520	0.537	7	964	16	955	7	0.000	16	0.000	-9.321	0.017
HOXB13	MA0901.1	Homeo domain factors	HOX-related factors	vertebrates	12.254	0.281	562	409	607	364	1193	0.011	1659	0.016	-36.591	0.017
POU5F1B	MA0792.1	Homeo domain factors	POU domain factors	vertebrates	10.558	0.254	509	462	555	416	1203	0.010	1433	0.012	-18.456	0.016
FOSL2	MA0478.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	14.013	0.477	616	355	660	311	1040	0.011	1182	0.012	-13.903	0.016
NEUROG2	MA0669.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.502	0.395	254	717	296	675	337	0.003	378	0.004	-6.750	0.015
SOX9	MA0077.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	9.079	0.358	501	470	548	423	822	0.007	1009	0.009	-17.835	0.015
Sox5	MA0087.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	10.831	0.199	569	402	615	356	1345	0.009	1664	0.011	-20.915	0.014
ISX	MA0654.1	Homeo domain factors	Paired-related HD factors	vertebrates	10.591	0.200	652	319	696	275	1839	0.014	2293	0.018	-27.188	0.013
mix-a	MA0621.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.512	0.199	226	745	268	703	311	0.003	397	0.004	-14.415	0.013
TFEC	MA0871.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	10.541	0.520	613	358	659	312	1032	0.010	1158	0.011	-11.887	0.012
Sox17	MA0078.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	10.502	0.384	696	275	739	232	1516	0.013	1733	0.015	-15.885	0.012
TFEB	MA0692.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	11.336	0.533	585	386	633	338	961	0.009	1049	0.010	-8.745	0.011
Shox2	MA0720.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.249	0.214	791	180	828	143	3248	0.025	3921	0.030	-31.041	0.010
Arid3b	MA0601.1	ARID domain factors	ARID-related factors	vertebrates	10.307	0.153	486	485	536	435	1207	0.013	1551	0.016	-29.337	0.010
Srebf1(var.2)	MA0829.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.940	0.492	234	737	278	693	284	0.003	337	0.003	-9.210	0.010
MLXIPL	MA0664.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	12.730	0.511	223	748	267	704	263	0.003	319	0.003	-9.994	0.009
FOXB1	MA0845.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	12.241	0.200	439	532	490	481	944	0.010	1178	0.012	-22.867	0.009
FOXC1	MA0032.2	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.875	0.201	632	339	680	291	2107	0.022	2555	0.027	-29.965	0.009
Spz1	MA0111.1	Basic helix-loop-helix factors (bHLH)	-	vertebrates	11.907	0.538	393	578	444	527	529	0.006	587	0.006	-8.052	0.009
JUN	MA0488.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	15.128	0.380	413	558	465	506	589	0.007	713	0.009	-16.917	0.008
Msx3	MA0709.1	Homeo domain factors	NK-related factors	vertebrates	9.864	0.246	738	233	781	190	2323	0.018	2780	0.021	-24.930	0.008
VSX1	MA0725.1	Homeo domain factors	Paired-related HD factors	vertebrates	8.078	0.217	634	337	683	288	1866	0.014	2331	0.018	-27.622	0.008
LIN54	MA0619.1	CRC domain	-	vertebrates	11.299	0.189	649	322	698	273	2005	0.017	2386	0.020	-23.791	0.007
Gfi1b	MA0483.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	13.514	0.415	654	317	703	268	1304	0.014	1665	0.017	-29.735	0.007
LHX2	MA0700.1	Homeo domain factors	HD-LIM factors	vertebrates	10.311	0.309	668	303	717	254	1615	0.015	1986	0.019	-26.719	0.006
Atoh1	MA0461.2	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.381	0.409	510	461	564	407	852	0.008	952	0.009	-10.399	0.006
NFATC1	MA0624.1	Rel homology region (RHR) factors	NFAT-related factors	vertebrates	8.040	0.411	867	104	898	73	2975	0.028	2920	0.028	3.076	0.006
Foxk1	MA0852.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	15.268	0.300	78	893	110	861	86	0.001	126	0.002	-14.760	0.006
JUNB	MA0490.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	13.910	0.457	598	373	651	320	1008	0.011	1131	0.012	-12.320	0.005
FOSL1	MA0477.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	14.281	0.477	566	405	620	351	915	0.010	1037	0.011	-12.746	0.005
Mecom	MA0029.1	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	17.909	0.280	42	929	67	904	48	0.001	76	0.001	-12.067	0.005
SRY	MA0084.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	9.193	0.238	656	315	707	264	1916	0.016	2403	0.021	-30.261	0.005
HOXA13	MA0650.1	Homeo domain factors	HOX-related factors	vertebrates	11.356	0.282	515	456	571	400	994	0.009	1353	0.013	-31.177	0.005
IRF1	MA0050.2	Tryptophan cluster factors	Interferon-regulatory factors	vertebrates	17.950	0.357	99	872	136	835	105	0.002	162	0.003	-20.615	0.004
EOMES	MA0800.1	T-Box factors	TBrain-related factors	vertebrates	12.412	0.416	271	700	324	647	328	0.004	402	0.005	-13.417	0.004
PAX7	MA0680.1	Paired box factors	Paired plus homeo domain	vertebrates	16.430	0.154	104	867	142	829	128	0.001	164	0.002	-8.947	0.004
CEBPA	MA0102.3	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	13.338	0.344	689	282	740	231	1616	0.017	1784	0.019	-13.463	0.004
POU6F2	MA0793.1	Homeo domain factors	POU domain factors	vertebrates	11.693	0.311	425	546	483	488	729	0.007	858	0.008	-14.080	0.004
NKX3-2	MA0122.2	Homeo domain factors	NK-related factors	vertebrates	10.208	0.421	768	203	813	158	1773	0.015	1972	0.017	-13.698	0.004
OLIG1	MA0826.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.663	0.334	252	719	305	666	331	0.003	404	0.004	-11.576	0.003
CDX2	MA0465.1	Homeo domain factors	HOX-related factors	vertebrates	13.813	0.281	542	429	600	371	1142	0.012	1397	0.015	-22.920	0.003
BHLHE23	MA0817.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.991	0.338	166	805	213	758	197	0.002	267	0.003	-14.924	0.003
DMRT3	MA0610.1	DM-type intertwined zinc finger factors	DMRT	vertebrates	11.236	0.344	313	658	370	601	430	0.005	555	0.006	-17.729	0.003
PAX3	MA0780.1	Paired box factors	Paired plus homeo domain	vertebrates	15.425	0.145	142	829	187	784	192	0.002	248	0.002	-11.315	0.003
VENTX	MA0724.1	Homeo domain factors	NK-related factors	vertebrates	11.046	0.353	617	354	674	297	1539	0.013	1976	0.017	-29.876	0.003
Ahr::Arnt	MA0006.1	Basic helix-loop-helix factors (bHLH)::Basic helix-loop-helix factors (bHLH)	PAS domain factors::PAS domain factors	vertebrates	9.532	0.715	884	87	915	56	3119	0.018	3572	0.020	-18.909	0.003
PROP1	MA0715.1	Homeo domain factors	Paired-related HD factors	vertebrates	15.122	0.084	159	812	206	765	224	0.002	278	0.003	-10.819	0.003
Arntl	MA0603.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	11.029	0.583	422	549	483	488	585	0.006	697	0.007	-13.548	0.002
CEBPB	MA0466.2	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	12.768	0.434	567	404	627	344	1063	0.010	1214	0.012	-13.899	0.002
HES7	MA0822.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	19.784	0.730	49	922	79	892	52	0.001	85	0.001	-12.448	0.002
ONECUT3	MA0757.1	Homeo domain factors	HD-CUT factors	vertebrates	17.036	0.190	103	868	144	827	112	0.001	182	0.002	-19.491	0.002
STAT3	MA0144.2	STAT domain factors	STAT factors	vertebrates	13.049	0.436	880	91	913	58	3341	0.035	3154	0.033	11.022	0.002
CEBPE	MA0837.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	11.682	0.433	561	410	623	348	1015	0.010	1184	0.011	-15.732	0.002
FOXC2	MA0846.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.607	0.229	569	402	632	339	1551	0.018	1973	0.023	-33.440	0.001
Zfx	MA0146.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	13.122	0.749	703	268	759	212	2117	0.028	2244	0.030	-10.373	0.001
TP73	MA0861.1	p53 domain factors	p53-related factors	vertebrates	17.517	0.483	31	940	58	913	31	0.001	62	0.001	-16.754	0.001
Hoxa9	MA0594.1	Homeo domain factors	HOX-related factors	vertebrates	13.740	0.326	228	743	287	684	281	0.003	386	0.004	-17.829	0.001
Six3	MA0631.1	Homeo domain factors	HD-SINE factors	vertebrates	15.078	0.407	22	949	46	925	23	0.000	53	0.001	-17.037	0.001
ONECUT2	MA0756.1	Homeo domain factors	HD-CUT factors	vertebrates	15.765	0.228	93	878	137	834	98	0.001	168	0.002	-20.281	0.001
Phox2b	MA0681.1	Homeo domain factors	Paired-related HD factors	vertebrates	13.021	0.174	332	639	399	572	585	0.006	761	0.008	-21.337	0.001
SRF	MA0083.3	MADS box factors	Responders to external signals (SRF/RLM1)	vertebrates	20.984	0.467	4	967	17	954	4	0.000	17	0.000	-12.655	0.001
PDX1	MA0132.2	Homeo domain factors	HOX-related factors	vertebrates	9.911	0.238	690	281	751	220	2464	0.019	3115	0.024	-33.545	0.001
CEBPD	MA0836.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	13.212	0.426	485	486	556	415	783	0.007	962	0.009	-18.434	0.001
SREBF2(var.2)	MA0828.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	15.418	0.490	240	731	304	667	296	0.003	382	0.004	-14.006	0.001
MLX	MA0663.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.721	0.547	155	816	211	760	173	0.002	253	0.002	-15.979	0.000
Foxq1	MA0040.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	14.070	0.202	265	706	332	639	391	0.004	501	0.005	-16.419	0.000
RAX	MA0718.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.540	0.256	630	341	698	273	1877	0.018	2375	0.023	-32.838	0.000
Ddit3::Cebpa	MA0019.1	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	C/EBP-related::C/EBP-related	vertebrates	11.652	0.483	252	719	321	650	302	0.003	409	0.005	-18.443	0.000
HESX1	MA0894.1	Homeo domain factors	Paired-related HD factors	vertebrates	10.744	0.273	582	389	655	316	1412	0.013	1786	0.017	-28.358	0.000
PHOX2A	MA0713.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.067	0.175	307	664	380	591	522	0.005	711	0.007	-23.684	0.000
SREBF2	MA0596.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	13.554	0.540	456	515	533	438	668	0.006	826	0.008	-17.546	0.000
NFKB2	MA0778.1	Rel homology region (RHR) factors	NF-kappaB-related factors	vertebrates	16.488	0.698	214	757	281	690	266	0.003	388	0.005	-22.456	0.000
OLIG3	MA0827.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.442	0.387	489	482	567	404	863	0.008	996	0.010	-13.495	0.000
VSX2	MA0726.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.179	0.207	553	418	630	341	1352	0.010	1742	0.013	-26.723	0.000
CREB1	MA0018.2	Basic leucine zipper factors (bZIP)	CREB-related factors	vertebrates	10.139	0.523	483	488	565	406	704	0.005	875	0.007	-16.492	0.000
OLIG2	MA0678.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	12.953	0.374	277	694	356	615	399	0.004	507	0.005	-15.279	0.000
Nr2f6(var.2)	MA0728.1	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	25.042	0.463	26	945	60	911	26	0.000	63	0.001	-18.102	0.000
Foxj3	MA0851.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.311	0.330	191	780	263	708	227	0.004	346	0.006	-26.526	0.000
DUX4	MA0468.1	Homeo domain factors	Paired-related HD factors	vertebrates	15.012	0.238	506	465	594	377	1006	0.011	1371	0.014	-33.050	0.000
MEF2C	MA0497.1	MADS box factors	Regulators of differentiation	vertebrates	14.023	0.282	443	528	536	435	816	0.012	1363	0.020	-58.077	0.000
Nkx3-1	MA0124.2	Homeo domain factors	NK-related factors	vertebrates	11.264	0.422	704	267	786	185	1439	0.012	1677	0.014	-17.688	0.000
Foxd3	MA0041.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	12.945	0.223	483	488	588	383	1106	0.013	1607	0.018	-43.826	0.000
MEF2A	MA0052.3	MADS box factors	Regulators of differentiation	vertebrates	17.141	0.234	270	701	374	597	363	0.004	610	0.007	-34.844	0.000
Arid5a	MA0602.1	ARID domain factors	ARID-related factors	vertebrates	10.369	0.277	250	721	359	612	386	0.005	611	0.008	-34.284	0.000
PAX5	MA0014.2	Paired box factors	Paired domain only	vertebrates	13.609	0.583	255	716	371	600	313	0.006	512	0.009	-38.604	0.000
FOXP1	MA0481.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	14.261	0.301	368	603	496	475	592	0.008	941	0.013	-44.470	0.000
MEF2B	MA0660.1	MADS box factors	Regulators of differentiation	vertebrates	18.372	0.260	149	822	269	702	169	0.002	360	0.004	-35.003	0.000
MEF2D	MA0773.1	MADS box factors	Regulators of differentiation	vertebrates	18.499	0.228	225	746	360	611	288	0.003	556	0.006	-39.570	0.000
YY1	MA0095.2	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	14.365	0.526	289	682	449	522	336	0.004	639	0.007	-41.752	0.000
ZNF354C	MA0130.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	8.958	0.615	970	1	971	0	9177	0.052	8722	0.050	11.986	0.000
RHOXF1	MA0719.1	Homeo domain factors	Paired-related HD factors	vertebrates	8.182	0.438	971	0	971	0	13588	0.104	13533	0.103	1.042	0.000
